Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Completion rate in secondary education,Panama,National,2022,0.738515607,Total,pct
Household Survey Indicators,Early school dropout rate,Panama,National,2022,0.228854379,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Panama,National,2022,0.990146588,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Panama,National,2022,0.884907911,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Panama,National,2022,0.449978015,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Panama,National,2022,0.178488703,Total,pct
Household Survey Indicators,Completion rate in primary education,Panama,National,2023,0.977490528,Total,pct
Household Survey Indicators,Completion rate in secondary education,Panama,National,2023,0.751504867,Total,pct
Household Survey Indicators,Early school dropout rate,Panama,National,2023,0.195705346,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Panama,National,2023,0.986332174,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Panama,National,2023,0.838866948,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Panama,National,2023,0.458260788,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Panama,National,2023,0.149995524,Total,pct
Household Survey Indicators,Completion rate in primary education,Panama,National,2024,0.980611099,Total,pct
Household Survey Indicators,Completion rate in secondary education,Panama,National,2024,0.75810463,Total,pct
Household Survey Indicators,Early school dropout rate,Panama,National,2024,0.188568798,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Panama,National,2024,0.982698389,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Panama,National,2024,0.813267581,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Panama,National,2024,0.47679022,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Panama,National,2024,0.147044744,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2006,0.835287192,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2006,0.536475634,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2006,0.414811526,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2006,0.987549448,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2006,0.595317335,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2006,0.304506813,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2006,0.195660002,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2007,0.866688724,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2007,0.516135645,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2007,0.423945832,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2007,0.984381417,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2007,0.622266337,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2007,0.298796277,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2007,0.197704084,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2008,0.872320132,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2008,0.524335982,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2008,0.416581707,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2008,0.988911187,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2008,0.618156106,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2008,0.326361488,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2008,0.17605717,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2009,0.890643794,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2009,0.568126555,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2009,0.375456674,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2009,0.992086938,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2009,0.659873656,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2009,0.341592094,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2009,0.172097914,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2010,0.877184435,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2010,0.523816531,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2010,0.407168471,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2010,0.989991839,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2010,0.641359236,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2010,0.331418478,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2010,0.189597703,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2011,0.904452271,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2011,0.589198036,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2011,0.358238566,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2011,0.989109584,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2011,0.709979905,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2011,0.383058969,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2011,0.164741534,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2012,0.898805775,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2012,0.629198653,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2012,0.350398217,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2012,0.991298804,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2012,0.696151554,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2012,0.396202765,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2012,0.154603111,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2013,0.914908149,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2013,0.611553027,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2013,0.336868763,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2013,0.993261412,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2013,0.728929956,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2013,0.400091392,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2013,0.143850643,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2014,0.905872033,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2014,0.634273539,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2014,0.330630148,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2014,0.992349957,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2014,0.715801747,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2014,0.398793991,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2014,0.164820467,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2015,0.923448005,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2015,0.6420682,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2015,0.293864946,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2015,0.994846563,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2015,0.742369126,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2015,0.399897894,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2015,0.169950176,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2016,0.919944386,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2016,0.60312857,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2016,0.344028306,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2016,0.992955653,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2016,0.732246834,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2016,0.35535218,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2016,0.182521953,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2017,0.910453835,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2017,0.6312632,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2017,0.328689037,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2017,0.993761995,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2017,0.716851061,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2017,0.34543879,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2017,0.181817021,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2018,0.931705965,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2018,0.639651177,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2018,0.336065085,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2018,0.991172569,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2018,0.748775101,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2018,0.336652968,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2018,0.177172598,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2019,0.937907203,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2019,0.670565162,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2019,0.308819534,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2019,0.993125796,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2019,0.77080526,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2019,0.339288995,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2019,0.166790129,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2020,0.94594371,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2020,0.668460182,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2020,0.303385043,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2020,0.986890582,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2020,0.771001271,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2020,0.326467862,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2020,0.186382696,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2021,0.963611935,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2021,0.65935022,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2021,0.296334622,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2021,0.995149958,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2021,0.767316446,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2021,0.358648788,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2021,0.172730849,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2022,0.959985888,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2022,0.718462415,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2022,0.257367316,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2022,0.993655751,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2022,0.771929825,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2022,0.363748919,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2022,0.172188781,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2023,0.966729529,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2023,0.713629521,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2023,0.259725604,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2023,0.999489713,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2023,0.766964702,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2023,0.363648582,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2023,0.175228993,Total,pct
Household Survey Indicators,Completion rate in primary education,Paraguay,National,2024,0.964904043,Total,pct
Household Survey Indicators,Completion rate in secondary education,Paraguay,National,2024,0.689011564,Total,pct
Household Survey Indicators,Early school dropout rate,Paraguay,National,2024,0.277887574,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Paraguay,National,2024,0.9959911,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Paraguay,National,2024,0.771271243,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Paraguay,National,2024,0.357383555,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Paraguay,National,2024,0.159209395,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2006,0.905736483,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2006,0.700705411,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2006,0.259019232,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2006,0.744715036,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2006,0.575083909,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2006,0.245908319,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2006,0.243385125,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2007,0.918874246,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2007,0.736012293,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2007,0.239648129,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2007,0.827123465,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2007,0.65790983,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2007,0.26788492,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2007,0.230708681,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2008,0.9259805,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2008,0.745798699,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2008,0.220119094,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2008,0.81632171,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2008,0.65908073,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2008,0.28596633,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2008,0.226100139,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2009,0.924213413,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2009,0.747647791,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2009,0.209252302,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2009,0.830780194,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2009,0.678555814,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2009,0.289418812,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2009,0.204991929,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2010,0.935487373,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2010,0.776807895,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2010,0.202068594,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2010,0.825266712,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2010,0.688027403,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2010,0.301254719,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2010,0.200824064,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2011,0.938190938,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2011,0.796303586,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2011,0.181926923,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2011,0.83076715,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2011,0.692887479,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2011,0.29893921,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2011,0.220296482,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2012,0.954495838,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2012,0.809703249,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2012,0.166802251,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2012,0.816282758,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2012,0.701532859,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2012,0.308717407,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2012,0.216551327,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2013,0.956407843,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2013,0.819251822,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2013,0.160739208,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2013,0.840920692,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2013,0.709890824,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2013,0.326669296,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2013,0.221890688,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2014,0.957363289,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2014,0.822072869,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2014,0.158371972,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2014,0.839823144,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2014,0.722030114,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2014,0.333713014,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2014,0.227823566,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2015,0.967279683,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2015,0.81786805,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2015,0.158714147,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2015,0.858797736,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2015,0.743140932,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2015,0.330277513,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2015,0.23844008,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2016,0.964214034,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2016,0.828923311,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2016,0.150170809,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2016,0.871889755,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2016,0.755737961,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2016,0.345309153,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2016,0.229636694,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2017,0.971248268,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2017,0.858824708,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2017,0.131122878,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2017,0.859234405,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2017,0.753711003,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2017,0.340452169,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2017,0.231183152,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2018,0.971642389,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2018,0.864893782,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2018,0.125726259,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2018,0.84173845,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2018,0.735077673,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2018,0.344570535,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2018,0.241580417,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2019,0.972240188,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2019,0.866974221,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2019,0.11875943,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2019,0.842775797,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2019,0.743642578,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2019,0.345949232,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2019,0.230016647,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2020,0.979717642,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2020,0.887398157,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2020,0.103702058,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2020,0.820584668,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2020,0.709931324,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2020,0.249097465,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2020,0.090810189,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2021,0.976852624,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2021,0.891682969,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2021,0.102156235,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2021,0.836070346,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2021,0.736231998,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2021,0.321253955,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2021,0.246767635,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2022,0.981205033,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2022,0.888964186,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2022,0.100826016,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2022,0.853276004,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2022,0.752263916,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2022,0.340252859,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2022,0.239858467,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2023,0.985015441,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2023,0.899242816,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2023,0.090895158,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2023,0.858774547,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2023,0.766736508,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2023,0.37102274,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2023,0.248288318,Total,pct
Household Survey Indicators,Completion rate in primary education,Peru,National,2024,0.987576673,Total,pct
Household Survey Indicators,Completion rate in secondary education,Peru,National,2024,0.922729782,Total,pct
Household Survey Indicators,Early school dropout rate,Peru,National,2024,0.07066162,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Peru,National,2024,0.902144167,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Peru,National,2024,0.795981016,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Peru,National,2024,0.403943035,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Peru,National,2024,0.206301435,Total,pct
Household Survey Indicators,Completion rate in primary education,Suriname,National,2017,0.892429102,Total,pct
Household Survey Indicators,Completion rate in secondary education,Suriname,National,2017,0.35050561,Total,pct
Household Survey Indicators,Early school dropout rate,Suriname,National,2017,0.355732576,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Suriname,National,2017,0.989920365,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Suriname,National,2017,0.729035876,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Suriname,National,2017,0.157708009,Total,pct
