Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Early school dropout rate,El Salvador,National,2010,0.471367319,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2010,0.958974979,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2010,0.633221222,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2010,0.267784134,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2010,0.252921993,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2011,0.843426184,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2011,0.488707668,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2011,0.461905588,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2011,0.966272388,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2011,0.653119787,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2011,0.267815404,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2011,0.242969795,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2012,0.861815134,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2012,0.519703386,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2012,0.435004312,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2012,0.967394391,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2012,0.67232148,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2012,0.275888233,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2012,0.240355162,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2013,0.878367892,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2013,0.530062623,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2013,0.41671203,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2013,0.965730281,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2013,0.674192216,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2013,0.289548958,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2013,0.239166319,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2014,0.885454431,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2014,0.543940731,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2014,0.404404064,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2014,0.964340722,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2014,0.682531459,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2014,0.274374616,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2014,0.26608473,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2015,0.885120619,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2015,0.555068434,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2015,0.406497747,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2015,0.966369352,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2015,0.682644351,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2015,0.271206382,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2015,0.267551556,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2016,0.879319891,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2016,0.564928304,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2016,0.400935713,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2016,0.964966167,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2016,0.678012662,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2016,0.277987145,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2016,0.265856291,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2017,0.883065855,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2017,0.572533751,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2017,0.386791826,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2017,0.969699019,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2017,0.690313527,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2017,0.270556771,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2017,0.26692869,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2018,0.897116939,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2018,0.592354023,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2018,0.375174824,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2018,0.974831676,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2018,0.712083685,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2018,0.28026134,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2018,0.25562604,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2019,0.894216995,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2019,0.57313049,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2019,0.396626781,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2019,0.966935676,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2019,0.705793116,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2019,0.258429793,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2019,0.270980153,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2020,0.919415941,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2020,0.644403725,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2020,0.345335711,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2020,0.949831563,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2020,0.756862798,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2020,0.271314762,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2020,0.257767389,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2021,0.906360003,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2021,0.598999297,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2021,0.364841507,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2021,0.954255712,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2021,0.730118425,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2021,0.247357624,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2021,0.263917749,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2022,0.906901606,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2022,0.626374528,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2022,0.355668412,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2022,0.972860096,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2022,0.738540787,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2022,0.25657695,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2022,0.239327062,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2023,0.914388292,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2023,0.613733194,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2023,0.356596528,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2023,0.977135174,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2023,0.766050793,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2023,0.273916693,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2023,0.220856657,Total,pct
Household Survey Indicators,Completion rate in primary education,El Salvador,National,2024,0.923854752,Total,pct
Household Survey Indicators,Completion rate in secondary education,El Salvador,National,2024,0.642421257,Total,pct
Household Survey Indicators,Early school dropout rate,El Salvador,National,2024,0.331930318,Total,pct
Household Survey Indicators,Net attendance rate in primary education,El Salvador,National,2024,0.986428147,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,El Salvador,National,2024,0.7818144,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,El Salvador,National,2024,0.27460927,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",El Salvador,National,2024,0.204881248,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2006,0.625273546,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2006,0.24885639,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2006,0.665587883,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2006,0.901007429,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2006,0.383883971,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2006,0.202730188,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2006,0.292480591,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2010,0.681004665,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2010,0.281126335,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2010,0.64332253,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2010,0.942767773,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2010,0.427142201,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2010,0.210111504,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2010,0.291661037,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2011,0.717302391,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2011,0.316035913,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2011,0.610478219,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2011,0.955729876,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2011,0.454830065,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2011,0.226990704,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2011,0.274645905,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2012,0.761755511,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2012,0.361282137,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2012,0.577085788,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2012,0.941271006,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2012,0.487408038,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2012,0.223380944,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2012,0.264987116,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2013,0.776428281,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2013,0.394156933,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2013,0.57285829,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2013,0.935398659,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2013,0.564138694,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2013,0.262622867,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2013,0.258643648,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2014,0.778992574,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2014,0.411138528,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2014,0.550485641,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2014,0.921246354,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2014,0.518120456,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2014,0.230326171,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2014,0.283187072,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2015,0.80549418,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2015,0.359959085,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2015,0.577624907,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2015,0.921004315,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2015,0.581184488,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2015,0.213640945,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2015,0.262627253,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2016,0.733699692,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2016,0.346318106,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2016,0.601768937,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2016,0.940792779,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2016,0.438225899,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2016,0.186266715,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2016,0.293822342,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2017,0.820828203,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2017,0.3911664,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2017,0.57545716,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2017,0.937177332,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2017,0.498696316,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2017,0.20911903,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2017,0.28280222,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2018,0.794441606,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2018,0.398635301,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2018,0.577566159,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2018,0.952270647,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2018,0.476735798,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2018,0.201142776,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2018,0.285994632,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2019,0.805440176,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2019,0.385830187,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2019,0.568424571,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2019,0.943503694,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2019,0.516704573,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2019,0.193096211,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2019,0.279944878,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2021,0.800808011,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2021,0.380822735,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2021,0.580843765,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2021,0.933701691,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2021,0.471536875,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2021,0.182343732,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2021,0.25930028,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2023,0.825552943,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2023,0.342592613,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2023,0.469979805,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2023,0.2216286,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2023,0.15154201,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2023,0.283240511,Total,pct
Household Survey Indicators,Completion rate in primary education,Guatemala,National,2024,0.849704432,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guatemala,National,2024,0.399549627,Total,pct
Household Survey Indicators,Early school dropout rate,Guatemala,National,2024,0.554276363,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guatemala,National,2024,0.920209235,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guatemala,National,2024,0.543828383,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Guatemala,National,2024,0.221418792,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guatemala,National,2024,0.229519186,Total,pct
Household Survey Indicators,Completion rate in primary education,Guyana,National,2017,0.987949248,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guyana,National,2017,0.546594829,Total,pct
Household Survey Indicators,Early school dropout rate,Guyana,National,2017,0.369154253,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guyana,National,2017,0.984349737,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guyana,National,2017,0.849523942,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guyana,National,2017,0.418008546,Total,pct
Household Survey Indicators,Completion rate in primary education,Guyana,National,2018,0.99252771,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guyana,National,2018,0.602687569,Total,pct
Household Survey Indicators,Early school dropout rate,Guyana,National,2018,0.355500235,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guyana,National,2018,0.982555033,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guyana,National,2018,0.81466904,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guyana,National,2018,0.464893198,Total,pct
Household Survey Indicators,Completion rate in primary education,Guyana,National,2019,0.995196435,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guyana,National,2019,0.587651969,Total,pct
Household Survey Indicators,Early school dropout rate,Guyana,National,2019,0.354317961,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guyana,National,2019,0.98031795,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guyana,National,2019,0.842233199,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guyana,National,2019,0.479740532,Total,pct
Household Survey Indicators,Completion rate in primary education,Guyana,National,2021,0.991500894,Total,pct
Household Survey Indicators,Completion rate in secondary education,Guyana,National,2021,0.641361306,Total,pct
Household Survey Indicators,Early school dropout rate,Guyana,National,2021,0.29500774,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Guyana,National,2021,0.929021923,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Guyana,National,2021,0.829872356,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Guyana,National,2021,0.470453057,Total,pct
Household Survey Indicators,Completion rate in primary education,Haiti,National,2012,0.567659227,Total,pct
Household Survey Indicators,Completion rate in secondary education,Haiti,National,2012,0.142801069,Total,pct
Household Survey Indicators,Early school dropout rate,Haiti,National,2012,0.370521326,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Haiti,National,2012,0.900990933,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Haiti,National,2012,0.49668161,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Haiti,National,2012,0.213545626,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2006,0.714851837,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2006,0.268138032,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2006,0.634031414,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2006,0.903474341,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2006,0.370326103,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2006,0.259967179,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2006,0.253222597,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2007,0.742868586,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2007,0.292476905,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2007,0.60830918,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2007,0.867514233,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2007,0.379352704,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2007,0.265286846,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2007,0.26689486,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2008,0.761751857,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2008,0.309958744,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2008,0.608126144,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2008,0.933310654,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2008,0.428778805,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2008,0.234478535,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2008,0.27963831,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2009,0.784713554,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2009,0.331940762,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2009,0.586126988,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2009,0.946702739,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2009,0.446382102,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2009,0.239905475,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2009,0.265512384,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2010,0.808923806,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2010,0.348812355,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2010,0.558029243,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2010,0.944831472,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2010,0.453581212,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2010,0.251874309,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2010,0.262061282,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2011,0.813332301,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2011,0.380321307,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2011,0.544036611,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2011,0.940997863,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2011,0.461264401,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2011,0.250317417,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2011,0.275422808,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2012,0.819342994,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2012,0.379197198,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2012,0.547449744,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2012,0.952565923,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2012,0.463956275,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2012,0.238608806,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2012,0.286680243,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2013,0.826524584,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2013,0.416026983,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2013,0.509215367,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2013,0.955000635,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2013,0.439460267,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2013,0.25475239,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2013,0.268101577,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2014,0.82532331,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2014,0.37206605,Total,pct
