Pais,Anio,Escolaridad,Relacion_salarial
Paraguay,2015,13 años y más,87.8
Paraguay,2015,6 a 9 años,76.7
Paraguay,2015,Total,94.8
Paraguay,2016,0 a 5 años,65.4
Paraguay,2016,10 a 12 años,89.2
Paraguay,2016,13 años y más,75.6
Paraguay,2016,6 a 9 años,75.2
Paraguay,2016,Total,88.7
Paraguay,2017,0 a 5 años,69.8
Paraguay,2017,10 a 12 años,84.9
Paraguay,2017,13 años y más,72.3
Paraguay,2017,6 a 9 años,75.1
Paraguay,2017,Total,82.8
Paraguay,2018,0 a 5 años,78.2
Paraguay,2018,10 a 12 años,79.2
Paraguay,2018,13 años y más,84.3
Paraguay,2018,6 a 9 años,71.5
Paraguay,2018,Total,86.4
Paraguay,2019,0 a 5 años,73.7
Paraguay,2019,10 a 12 años,82.8
Paraguay,2019,13 años y más,86.5
Paraguay,2019,6 a 9 años,80.1
Paraguay,2019,Total,91.5
Paraguay,2020,0 a 5 años,75.5
Paraguay,2020,10 a 12 años,86
Paraguay,2020,13 años y más,88.3
Paraguay,2020,6 a 9 años,80.4
Paraguay,2020,Total,95.6
Paraguay,2021,0 a 5 años,75.9
Paraguay,2021,10 a 12 años,83.3
Paraguay,2021,13 años y más,93.7
Paraguay,2021,6 a 9 años,75.7
Paraguay,2021,Total,95.2
Paraguay,2022,0 a 5 años,71.8
Paraguay,2022,10 a 12 años,82.4
Paraguay,2022,13 años y más,83.8
Paraguay,2022,6 a 9 años,88.2
Paraguay,2022,Total,92.9
Paraguay,2023,0 a 5 años,73.6
Paraguay,2023,10 a 12 años,86
Paraguay,2023,13 años y más,89.7
Paraguay,2023,6 a 9 años,83.9
Paraguay,2023,Total,95.8
Paraguay,2024,0 a 5 años,78.6
Paraguay,2024,10 a 12 años,89.7
Paraguay,2024,13 años y más,85.3
Paraguay,2024,6 a 9 años,87.9
Paraguay,2024,Total,96
Perú,2001,0 a 5 años,78.6
Perú,2001,10 a 12 años,82.6
Perú,2001,13 años y más,74.5
Perú,2001,6 a 9 años,80.4
Perú,2001,Total,80.6
Perú,2002,0 a 5 años,74.2
Perú,2002,10 a 12 años,76.2
Perú,2002,13 años y más,80.1
Perú,2002,6 a 9 años,77.8
Perú,2002,Total,84
Perú,2003,0 a 5 años,85.4
Perú,2003,10 a 12 años,82
Perú,2003,13 años y más,68.9
Perú,2003,6 a 9 años,85.2
Perú,2003,Total,78.1
Perú,2004,0 a 5 años,78.4
Perú,2004,10 a 12 años,80.3
Perú,2004,13 años y más,68.9
Perú,2004,6 a 9 años,74.1
Perú,2004,Total,74.2
Perú,2005,0 a 5 años,72.1
Perú,2005,10 a 12 años,77.1
Perú,2005,13 años y más,77.4
Perú,2005,6 a 9 años,71.9
Perú,2005,Total,80.7
Perú,2006,0 a 5 años,71.6
Perú,2006,10 a 12 años,79.6
Perú,2006,13 años y más,82.8
Perú,2006,6 a 9 años,82.8
Perú,2006,Total,85.9
Perú,2007,0 a 5 años,82.2
Perú,2007,10 a 12 años,74
Perú,2007,13 años y más,82.7
Perú,2007,6 a 9 años,72.3
Perú,2007,Total,84
Perú,2008,0 a 5 años,63.8
Perú,2008,10 a 12 años,71.9
Perú,2008,13 años y más,68
Perú,2008,6 a 9 años,69
Perú,2008,Total,71.6
Perú,2009,0 a 5 años,74.3
Perú,2009,10 a 12 años,75.1
Perú,2009,13 años y más,77.9
Perú,2009,6 a 9 años,74.6
Perú,2009,Total,81.3
Perú,2010,0 a 5 años,65.1
Perú,2010,10 a 12 años,69.2
Perú,2010,13 años y más,70.7
Perú,2010,6 a 9 años,63.6
Perú,2010,Total,72.4
Perú,2011,0 a 5 años,72.8
Perú,2011,10 a 12 años,71.5
Perú,2011,13 años y más,73.7
Perú,2011,6 a 9 años,63.8
Perú,2011,Total,74.6
Perú,2012,0 a 5 años,71.4
Perú,2012,10 a 12 años,72.2
Perú,2012,13 años y más,79.6
Perú,2012,6 a 9 años,73.3
Perú,2012,Total,80.2
Perú,2013,0 a 5 años,68.7
Perú,2013,10 a 12 años,72.8
Perú,2013,13 años y más,77.8
Perú,2013,6 a 9 años,72.9
Perú,2013,Total,79
Perú,2014,0 a 5 años,69.1
Perú,2014,10 a 12 años,72.8
Perú,2014,13 años y más,78.8
Perú,2014,6 a 9 años,73.6
Perú,2014,Total,80.3
Perú,2015,0 a 5 años,73.1
Perú,2015,10 a 12 años,69.5
Perú,2015,13 años y más,79.5
Perú,2015,6 a 9 años,74.4
Perú,2015,Total,80
Perú,2016,0 a 5 años,78.1
Perú,2016,10 a 12 años,74
Perú,2016,13 años y más,77.7
Perú,2016,6 a 9 años,76.2
Perú,2016,Total,81
Perú,2017,0 a 5 años,78.3
Perú,2017,10 a 12 años,73.3
Perú,2017,13 años y más,77.8
Perú,2017,6 a 9 años,76.8
Perú,2017,Total,79.8
Perú,2018,0 a 5 años,82.1
Perú,2018,10 a 12 años,72.5
Perú,2018,13 años y más,78.4
Perú,2018,6 a 9 años,79.7
Perú,2018,Total,79
Perú,2019,0 a 5 años,81.6
Perú,2019,10 a 12 años,74.7
Perú,2019,13 años y más,82.6
Perú,2019,6 a 9 años,70.6
Perú,2019,Total,83.2
Perú,2020,0 a 5 años,70.9
Perú,2020,10 a 12 años,78.7
Perú,2020,13 años y más,87.1
Perú,2020,6 a 9 años,75.5
Perú,2020,Total,88.3
Perú,2021,0 a 5 años,79.7
Perú,2021,10 a 12 años,76.4
Perú,2021,13 años y más,84.4
Perú,2021,6 a 9 años,85.5
Perú,2021,Total,86.3
Perú,2022,0 a 5 años,74.8
Perú,2022,10 a 12 años,75.3
Perú,2022,13 años y más,82.4
Perú,2022,6 a 9 años,79
Perú,2022,Total,82.8
Perú,2023,0 a 5 años,84.2
Perú,2023,10 a 12 años,77.6
Perú,2023,13 años y más,81.9
Perú,2023,6 a 9 años,79.3
Perú,2023,Total,84
Perú,2024,0 a 5 años,72.4
Perú,2024,10 a 12 años,75
Perú,2024,13 años y más,83.2
Perú,2024,6 a 9 años,83.1
Perú,2024,Total,84.6
República Dominicana,2000,0 a 5 años,71
República Dominicana,2000,10 a 12 años,70.5
República Dominicana,2000,13 años y más,69.9
República Dominicana,2000,6 a 9 años,66
República Dominicana,2000,Total,79.1
República Dominicana,2001,0 a 5 años,55.9
República Dominicana,2001,10 a 12 años,72.8
República Dominicana,2001,13 años y más,69.9
República Dominicana,2001,6 a 9 años,66.2
República Dominicana,2001,Total,78.6
República Dominicana,2002,0 a 5 años,52.8
República Dominicana,2002,10 a 12 años,83.9
República Dominicana,2002,13 años y más,85.2
República Dominicana,2002,6 a 9 años,69.6
República Dominicana,2002,Total,86.4
República Dominicana,2003,0 a 5 años,65.4
República Dominicana,2003,10 a 12 años,74.4
República Dominicana,2003,13 años y más,66.5
República Dominicana,2003,6 a 9 años,65.4
República Dominicana,2003,Total,79.1
República Dominicana,2004,0 a 5 años,67.8
República Dominicana,2004,10 a 12 años,58.5
República Dominicana,2004,13 años y más,69.9
República Dominicana,2004,6 a 9 años,69.3
República Dominicana,2004,Total,77.5
República Dominicana,2005,0 a 5 años,64.5
República Dominicana,2005,10 a 12 años,67.8
República Dominicana,2005,13 años y más,92.5
República Dominicana,2005,6 a 9 años,65.8
República Dominicana,2005,Total,89
República Dominicana,2006,0 a 5 años,70.5
República Dominicana,2006,10 a 12 años,77
República Dominicana,2006,13 años y más,70.2
República Dominicana,2006,6 a 9 años,64.6
República Dominicana,2006,Total,82.4
República Dominicana,2007,0 a 5 años,78.1
República Dominicana,2007,10 a 12 años,70.5
República Dominicana,2007,13 años y más,78.8
República Dominicana,2007,6 a 9 años,64.8
República Dominicana,2007,Total,85.8
República Dominicana,2008,0 a 5 años,65.8
República Dominicana,2008,10 a 12 años,73.5
República Dominicana,2008,13 años y más,68.5
República Dominicana,2008,6 a 9 años,66.6
República Dominicana,2008,Total,75.7
República Dominicana,2009,0 a 5 años,71.5
República Dominicana,2009,10 a 12 años,61.1
República Dominicana,2009,13 años y más,74.1
República Dominicana,2009,6 a 9 años,65.8
República Dominicana,2009,Total,78.3
República Dominicana,2010,0 a 5 años,75.1
República Dominicana,2010,10 a 12 años,67.2
República Dominicana,2010,13 años y más,76.7
República Dominicana,2010,6 a 9 años,66.1
República Dominicana,2010,Total,83.4
República Dominicana,2011,0 a 5 años,62.7
República Dominicana,2011,10 a 12 años,72.6
República Dominicana,2011,13 años y más,82.3
República Dominicana,2011,6 a 9 años,66.7
República Dominicana,2011,Total,89.3
República Dominicana,2012,0 a 5 años,100.7
República Dominicana,2012,10 a 12 años,63.8
República Dominicana,2012,13 años y más,80.6
República Dominicana,2012,6 a 9 años,68.4
República Dominicana,2012,Total,85.1
República Dominicana,2013,0 a 5 años,83.6
República Dominicana,2013,10 a 12 años,75.9
República Dominicana,2013,13 años y más,91.4
República Dominicana,2013,6 a 9 años,69.8
República Dominicana,2013,Total,94.2
República Dominicana,2014,0 a 5 años,76
República Dominicana,2014,10 a 12 años,80.4
República Dominicana,2014,13 años y más,80.8
República Dominicana,2014,6 a 9 años,68.2
República Dominicana,2014,Total,88.7
República Dominicana,2015,0 a 5 años,110.9
República Dominicana,2015,10 a 12 años,73.7
República Dominicana,2015,13 años y más,90.3
República Dominicana,2015,6 a 9 años,70.9
República Dominicana,2015,Total,95.7
República Dominicana,2016,0 a 5 años,77.3
República Dominicana,2016,10 a 12 años,76.2
República Dominicana,2016,13 años y más,96.5
República Dominicana,2016,6 a 9 años,75.1
República Dominicana,2016,Total,98.5
República Dominicana,2017,0 a 5 años,82
República Dominicana,2017,10 a 12 años,73
República Dominicana,2017,13 años y más,88.3
República Dominicana,2017,6 a 9 años,75.2
República Dominicana,2017,Total,93.9
República Dominicana,2018,0 a 5 años,73.6
República Dominicana,2018,10 a 12 años,73.8
República Dominicana,2018,13 años y más,91.9
República Dominicana,2018,6 a 9 años,71.4
República Dominicana,2018,Total,94.9
República Dominicana,2019,0 a 5 años,78.9
República Dominicana,2019,10 a 12 años,72
República Dominicana,2019,13 años y más,84
República Dominicana,2019,6 a 9 años,73.8
República Dominicana,2019,Total,91.5
República Dominicana,2020,0 a 5 años,79.8
República Dominicana,2020,10 a 12 años,73.2
República Dominicana,2020,13 años y más,90.9
República Dominicana,2020,6 a 9 años,72.1
República Dominicana,2020,Total,94
República Dominicana,2021,0 a 5 años,78.9
República Dominicana,2021,10 a 12 años,75.2
República Dominicana,2021,13 años y más,89.3
República Dominicana,2021,6 a 9 años,76.3
República Dominicana,2021,Total,93.3
República Dominicana,2022,0 a 5 años,88.7
República Dominicana,2022,10 a 12 años,74.1
República Dominicana,2022,13 años y más,86.1
República Dominicana,2022,6 a 9 años,76.4
República Dominicana,2022,Total,90.7
República Dominicana,2023,0 a 5 años,77.9
República Dominicana,2023,10 a 12 años,79.5
República Dominicana,2023,13 años y más,87.2
República Dominicana,2023,6 a 9 años,68.5
República Dominicana,2023,Total,91.9
República Dominicana,2024,0 a 5 años,81.6
República Dominicana,2024,10 a 12 años,73.2
República Dominicana,2024,13 años y más,87.4
República Dominicana,2024,6 a 9 años,71
República Dominicana,2024,Total,90.6
Uruguay,2000,0 a 5 años,75.8
Uruguay,2000,10 a 12 años,73.1
Uruguay,2000,13 años y más,69.5
Uruguay,2000,6 a 9 años,69.7
Uruguay,2000,Total,82.6
Uruguay,2001,0 a 5 años,79.2
Uruguay,2001,10 a 12 años,70.7
Uruguay,2001,13 años y más,67
Uruguay,2001,6 a 9 años,74.2
Uruguay,2001,Total,82.3
Uruguay,2002,0 a 5 años,87.8
Uruguay,2002,10 a 12 años,75.8
Uruguay,2002,13 años y más,64.6
Uruguay,2002,6 a 9 años,75.9
Uruguay,2002,Total,84
Uruguay,2003,0 a 5 años,72.8
Uruguay,2003,10 a 12 años,71.6
Uruguay,2003,13 años y más,66.6
Uruguay,2003,6 a 9 años,74.8
Uruguay,2003,Total,81.7
Uruguay,2004,0 a 5 años,76.3
Uruguay,2004,10 a 12 años,70.7
Uruguay,2004,13 años y más,62.7
Uruguay,2004,6 a 9 años,74.8
Uruguay,2004,Total,81.3
Uruguay,2005,0 a 5 años,73.8
Uruguay,2005,10 a 12 años,74.7
Uruguay,2005,13 años y más,69.5
Uruguay,2005,6 a 9 años,78.8
Uruguay,2005,Total,86.5
Uruguay,2007,0 a 5 años,58.3
Uruguay,2007,10 a 12 años,78
Uruguay,2007,13 años y más,73.9
Uruguay,2007,6 a 9 años,73.5
Uruguay,2007,Total,85.7
Uruguay,2008,0 a 5 años,66.2
Uruguay,2008,10 a 12 años,70.8
Uruguay,2008,13 años y más,66.2
Uruguay,2008,6 a 9 años,65.8
Uruguay,2008,Total,81.1
Uruguay,2009,0 a 5 años,59.8
Uruguay,2009,10 a 12 años,70.1
Uruguay,2009,13 años y más,69.9
Uruguay,2009,6 a 9 años,63.6
Uruguay,2009,Total,82.7
Uruguay,2010,0 a 5 años,58.5
Uruguay,2010,10 a 12 años,70
Uruguay,2010,13 años y más,73.3
Uruguay,2010,6 a 9 años,63.8
Uruguay,2010,Total,82.3
Uruguay,2011,0 a 5 años,57.5
Uruguay,2011,10 a 12 años,72.9
Uruguay,2011,13 años y más,76.6
