indicator,Tipo de informe,Sexo,País__ESTANDAR,Años__ESTANDAR,value,unit,notes_ids,source_id
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2007,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2008,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2009,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2010,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2011,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2012,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2013,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2014,10.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2015,11.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2016,11.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2017,11.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2018,11.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2019,11.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2020,11.11,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2021,11.11,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2022,11.11,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2023,11.11,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2024,5.56,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2025,5.56,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2000,20.59,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2001,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2002,21.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2003,26.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2004,26.04,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2005,25.98,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2006,25.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2007,25.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2008,29.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2009,29.42,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2010,29.41,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2011,31.32,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2012,30.21,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2013,30.28,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2014,32.85,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2015,33.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2016,33.02,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2017,33.80,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2018,33.74,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2019,36.09,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2020,36.68,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2021,40.80,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2022,40.90,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2023,41.14,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2024,40.69,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Caribe,2025,42.53,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2000,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2001,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2002,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2003,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2004,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2005,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2006,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2007,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2008,26.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2009,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2010,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2011,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2012,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2013,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2014,33.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2015,33.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2016,33.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2017,33.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2018,33.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2019,46.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2020,46.67,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2021,46.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2022,46.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2023,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2024,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Granada,2025,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2000,9.38,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2001,9.38,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2002,9.38,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2003,5.47,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2004,5.47,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2005,5.47,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2006,23.44,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2007,23.44,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2008,23.44,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2009,23.44,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2010,17.97,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2011,17.97,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2012,19.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2013,19.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2014,25.78,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2015,25.78,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2016,25.78,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2017,25.78,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2018,21.09,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2019,21.09,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2020,21.09,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2021,21.09,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2022,27.34,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2023,27.34,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2024,27.34,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Honduras,2025,27.34,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2000,28.02,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2001,26.46,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2002,30.74,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2003,30.74,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2004,30.74,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2005,33.73,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2006,36.19,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2007,35.02,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2008,40.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2009,40.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2010,38.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2011,38.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2012,37.35,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2013,37.35,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2014,36.58,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2015,36.19,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2016,35.80,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2017,38.91,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2018,38.91,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2019,38.82,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2020,40.86,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2021,42.41,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2022,44.75,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2023,44.75,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2024,42.41,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Argentina,2025,42.41,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2000,7.08,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2001,8.85,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2002,8.85,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2003,8.85,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2004,8.23,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2005,8.23,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2006,8.23,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2007,8.23,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2008,12.03,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2009,12.03,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2010,12.03,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2011,12.03,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2012,13.29,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2013,13.29,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2014,13.29,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2015,13.29,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2016,13.92,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2017,12.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2018,12.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2019,18.99,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2020,18.99,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2021,19.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2022,19.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2023,19.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2024,19.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guatemala,2025,20.00,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2000,18.46,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2001,18.46,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2002,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2003,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2004,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2005,30.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2006,30.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2007,28.99,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Guyana,2008,28.99,Porcentaje,8977,3666
